ENSEMBLE,COMPOSER,WORK,COMP.CODE,ARR.CODE,COMP.LIVE,ARR.LIVE,LAO.GROUP
Louisiana,Haydn,Symphony No. 103,1,,2,,3
Madison,Haydn,Symphony No. 96,1,,2,,3
Naples,Haydn,Symphony No. 60,1,,2,,2
Nashville,Haydn,Symphony No. 70,1,,2,,1
National Symphony,Haydn,Sinfonia Concertante,1,,2,,1
New York,Haydn,Cello Concerto,1,,2,,1
New York,Haydn,Symphony No. 22,1,,2,,1
New York,Haydn,Symphony No. 96,1,,2,,1
Omaha,Haydn,Lord Nelson Mass,1,,2,,2
Omaha,Haydn,Symphony No. 22,1,,2,,2
Omaha,Haydn,Symphony No. 88,1,,2,,2
Orpheus,Haydn,Trumpet Concerto in E-flat Major,1,,2,,2
Phoenix,Haydn,Symphony No. 103,1,,2,,2
Pittsburgh,Haydn,Symphony No. 85,1,,2,,1
Portland,Haydn,Symphony No. 104,1,,2,,3
Promusica Chamber,Haydn,Symphony No. 75,1,,2,,6
Reno,Haydn,Symphony No. 49,1,,2,,4
River Oaks,Haydn,Symphony No. 104,1,,2,,5
Rochester,Haydn,Symphony No. 34,1,,2,,2
San Diego,Haydn,Symphony No. 92,1,,2,,1
San Francisco,Haydn,Cello Concerto,1,,2,,1
San Francisco,Haydn,Symphony No. 100,1,,2,,1
Santa Rosa,Haydn,Symphony No. 38,1,,2,,3
Seattle,Haydn,Symphony No. 103,1,,2,,1
Seattle,Haydn,The Creation,1,,2,,1
St. Louis,Haydn,Symphony No. 31,1,,2,,1
St. Louis,Haydn,Symphony No. 48,1,,2,,1
St. Paul Chamber,Haydn,Cello Concerto,1,,2,,1
St. Paul Chamber,Haydn,Oboe Concerto,1,,2,,1
St. Paul Chamber,Haydn,Sinfonia Concertante,1,,2,,1
St. Paul Chamber,Haydn,Symphony No. 104,1,,2,,1
St. Paul Chamber,Haydn,Symphony No. 40,1,,2,,1
St. Paul Chamber,Haydn,Symphony No. 80,1,,2,,1
St. Paul Chamber,Haydn,Symphony No. 87,1,,2,,1
St. Paul Chamber,Haydn,Symphony No. 99,1,,2,,1
Tucson,Haydn,Symphony No. 60,1,,2,,3
Utah,Haydn,Symphony No. 10,1,,2,,1
Utah,Haydn,The World on the Moon Overture,1,,2,,1
Wisconsin Chamber,Haydn,Symphony No. 88,1,,2,,3
Youngstown,Haydn,Symphony No. 94,1,,2,,6
Des Moines,"Heitzeg, Steve",Suite from Symphony in Sculpture I & II,1,,1,,6
St. Paul Chamber,Hillborg,Bach Materia for Solo Violin and Strings,1,,2,,1
Austin,Hindemith,Mathis der Maler,1,,2,,3
Baltimore,Hindemith,Sancta Susana,1,,2,,1
Buffalo,Hindemith,Concerto Romanesque,1,,2,,2
Chattanooga,Hindemith,Symphonic Metamorphases,1,,2,,6
Detroit,Hindemith,Mathis der Maler,1,,2,,1
Eugene,Hindemith,Symphonic Metamorphosis,1,,2,,4
Indianapolis,Hindemith,Mathis der Maler,1,,2,,1
Los Angeles,Hindemith,Mathis der Maler,1,,2,,1
Los Angeles,Hindemith,"Murderer, the Hope of Women",1,,2,,1
Los Angeles,Hindemith,Rag Time (on a theme by J.S. Bach,1,,2,,1
New York,Hindemith,Mathis der Maler,1,,2,,1
Oregon,Hindemith,Concert Music for Strings and Brass,1,,2,,1
Rochester,Hindemith,Symphonic Metamorphases,1,,2,,2
San Francisco,Hindemith,Concert Music for Strings and Brass,1,,2,,1
South Dakota,Hindemith,Mathis der Maler,1,,2,,5
St. Louis,Hindemith,Concert Music for Strings and Brass,1,,2,,1
Buffalo,"Holland, Jeremy",Motor City Remix,1,,1,,2
Cincinnati,Holmes,La Nuit et l'Amour,1,,2,,1
Augusta,Holst,The Planets,1,,2,,5
Baltimore,Holst,The Planets,1,,2,,1
Chicago,Holst,The Planets,1,,2,,1
Colorado,Holst,The Planets,1,,2,,6
Colorado Springs,Holst,The Planets,1,,2,,3
Columbus,Holst,The Planets,1,,2,,2
Dallas,Holst,Double Concerto for Two Violins & Orchestra,1,,2,,1
Elgin,Holst,The Hymn of Jesus,1,,2,,6
Elgin,Holst,The Planets,1,,2,,6
Grant Park,Holst,St. Paul's Suite,1,,2,,3
Harrisburg,Holst,The Planets,1,,2,,4
Knoxville,Holst,The Planets,1,,2,,3
Los Angeles,Holst,The Planets,1,,2,,1
Midland-Odessa,Holst,The Planets,1,,2,,5
National Symphony,Holst,The Planets,1,,2,,1
New Jersey,Holst,The Planets,1,,2,,2
North Carolina,Holst,The Planets,1,,2,,2
Orchestra Iowa,Holst,The Planets,1,,2,,4
Plano,Holst,The Planets,1,,2,,5
Quad City,Holst,Walt Whitman Overture,1,,2,,4
Spokane,Holst,The Planets,1,,2,,3
Youngstown,Holst,Brook Green Suite,1,,2,,6
St. Louis,Honegger,Pacific 231,1,,2,,1
St. Paul Chamber,Honegger,Pastorale d'ete,1,,2,,1
Nashville,Hovhaness,"Symphony No. 2 ""Mysterious Mountain""",1,,2,,1
Cleveland,Hummel,Trumpet Concerto in E Major,1,,2,,1
Dallas,Humperdinck,Prelude to Hansel and Gretel,1,,2,,1
Orlando,Ibert,Concertina da Camera for alto saxophone and orchestra,1,,2,,3
Princeton,Ibert,Escales (Ports of Call),1,,2,,5
Savannah,Ibert,Divertissement,1,,2,,5
Dallas,"Ippolito, Michael",Nocturne,1,,1,,1
Los Angeles,Ives,Symphony No. 1,1,,2,,1
Los Angeles,Ives,Symphony No. 2,1,,2,,1
Los Angeles,Ives,Symphony No. 3,1,,2,,1
Los Angeles,Ives,Symphony No. 4,1,,2,,1
Louisiana,Ives,Symphony No. 3,1,,2,,3
Nashville,Ives,Three Places in New England,1,,2,,1
New York,Ives,The Unanswered Question,1,,2,,1
Oregon,Ives,The Unanswered Question,1,,2,,1
Oregon,Ives,Three Places in New England,1,,2,,1
Stamford,Ives,Three Places in New England,1,,2,,5
St. Louis,"Jalbert, Pierre",Music of Air and Fire,1,,1,,1
Cleveland,Janacek,Sinfonietta,1,,2,,1
Indianapolis,Janacek,Taras Bulba,1,,2,,1
Jacksonville,Janacek,The Cunning Little Vixen,1,,2,,2
Kansas City,Janacek,The Fiddler's Child,1,,2,,2
Los Angeles,Janacek,Sinfonietta,1,,2,,1
New York,Janacek,Taras Bulba,1,,2,,1
Richmond,Janacek,Taras Bulba,1,,2,,3
Sarasota,Janacek,The Cunning Little Vixen,1,,2,,2
Omaha,Johnsen,Concerto for Two Bassoons,1,,2,,2
Dallas,Jongen,Symphonie concertante,1,,2,,1
Minnesota,Jongen,Symphonie concertante,1,,2,,1
Wisconsin Chamber,Kabalevsky,Violin Concerto,1,,2,,3
Detroit,"Kahane, Gabriel",emergency shelter intake form,1,,1,,1
Grant Park,"Kahane, Gabriel",emergency shelter intake form,1,,1,,3
Orlando,"Kahane, Gabriel",emergency shelter intake form,1,,1,,3
Oklahoma City,"Kancheli, Giya",Dixi,1,,1,,3
River Oaks,"Kancheli, Giya",A Little Danielade,1,,1,,5
Kansas City,"Kellogg, Daniel",The Golden Spike,1,,1,,2
Alabama,"Kennedy, Martin",Forest Dark and Stars Above,1,,1,,3
Madison,"Kernis, Aaron Jay",Newly Drawn Sky,1,,1,,3
St. Louis,"Kernis, Aaron Jay",New Work (World Premiere),1,,1,,1
Buffalo,Khatchaturian,Adagio of Spartacus & Phrygia,1,,2,,2
Des Moines,Khatchaturian,Adagio of Spartacus & Phrygia,1,,2,,6
Las Colinas,Khatchaturian,Selections from Gayane,1,,2,,5
Pittsburgh,Khatchaturian,Concerto-Rhapsody for Cello and Orchestra,1,,2,,1
Silicon Valley,Khatchaturian,Piano Concerto,1,,2,,3
Orlando,"Kittel, Jeremy",Fiddle Concerto,1,,1,,3
Atlanta,"Knussen, Oliver",Two Organa,1,,2,,1
Cleveland,"Knussen, Oliver",Violin Concerto,1,,2,,1
Kalamazoo,"Knussen, Oliver",Music for a Puppet Court,1,,2,,5
Los Angeles,"Knussen, Oliver",Violin Concerto,1,,2,,1
Ann Arbor,Kodaly,Dances of Galánta,1,,2,,5
Boston,Kodaly,Dances of Galánta,1,,2,,1
Canton,Kodaly,Dances of Galánta,1,,2,,5
Charlotte,Kodaly,Dances of Galánta,1,,2,,2
Evansville,Kodaly,Dances of Galánta,1,,2,,5
Pittsburgh,Kodaly,Dances of Galánta,1,,2,,1
Sarasota,Kodaly,Dances of Galánta,1,,2,,2
Silicon Valley,Kodaly,Variations on a Hungarian Theme,1,,2,,3
Atlanta,Korngold,Lieder des Abschieds,1,,2,,1
Buffalo,Korngold,Violin Concerto,1,,2,,2
Detroit,Korngold,Sinfonietta,1,,2,,1
Indianapolis,Korngold,Violin Concerto,1,,2,,1
Louisiana,Korngold,Violin Concerto,1,,2,,3
Omaha,Korngold,Straussiana,1,,2,,2
Orpheus,Korngold,"""Marietta's Lied"" from Die tote Stadt",1,,2,,2
Peoria,Korngold,Cello Concerto,1,,2,,5
Quad City,Korngold,Cello Concerto,1,,2,,4
St. Louis,Korngold,Violin Concerto,1,,2,,1
Toledo,Korngold,Violin Concerto,1,,2,,3
Boston,"Koukos, Periklis",In Memoriam Y.A. Papaionnu,1,,1,,1
Wisconsin Chamber,Kraus,Symphony in C Sharp Minor,1,,2,,3
Hartford,Kreisler,Love Song,1,,2,,3
Cleveland,"Krenek, Ernst",Static and Ecstatic,1,,2,,1
Cleveland,"Krenek, Ernst",The Nightingale,1,,2,,1
Cincinnati,Lalo,Symphonie espagnole,1,,2,,1
Grand Rapids,Lalo,Symphonie espagnole,1,,2,,2
Greensboro,Lalo,Symphonie espagnole,1,,2,,5
Hartford,Lalo,Symphonie espagnole,1,,2,,3
New York,Lalo,Symphonie espagnole,1,,2,,1
Utah,Lalo,Symphonie espagnole,1,,2,,1
Cincinnati,"Lang, David",man made,1,,1,,1
Savannah,"Lauridsen, Morten",Mid-Winter Songs,1,,1,,5
Indianapolis,"Lazić, Dejan",S.C.H.E.rzo,1,,1,,1
Memphis,"Leigh, Mitch",Man of La Mancha Concert Suite,1,,2,,3
Pittsburgh,"Lentz, Georges",Jerusalem,1,,1,,1
Grand Rapids,"Leo, Daniel",New work,1,,1,,2
Harrisburg,"Leshnoff, Jonathan","Symphony No, 4",1,,1,,4
Kansas City,"Leshnoff, Jonathan",Piano Concerto,1,,1,,2
Alabama,"Lieberson, Peter",Neruda Songs,1,,2,,3
Philadelphia,"Lieberson, Peter",Neruda Songs,1,,2,,1
Boston,Ligeti,"Double Concerto for Flute, Oboe, and Orchestra",1,,2,,1
Evansville,Ligeti,Concerto Romanesque,1,,2,,5
Indianapolis,Ligeti,Concerto Romanesque,1,,2,,1
Kalamazoo,Ligeti,Concerto Romanesque,1,,2,,5
Long Beach,Ligeti,Concerto Romanesque,1,,2,,6
Omaha,Ligeti,Concerto Romanesque,1,,2,,2
Portland,Ligeti,Concerto Romanesque,1,,2,,3
Dallas,"Lindberg, Magnus",Two Episodes,1,,1,,1
Ann Arbor,Liszt,Piano Concerto No. 1,1,,2,,5
Atlanta,Liszt,Piano Concerto No. 1,1,,2,,1
Boise,Liszt,Les Préludes,1,,2,,5
Buffalo,Liszt,Piano Concerto No. 1,1,,2,,2
Buffalo,Liszt,Totentanz,1,,2,,2
Cleveland,Liszt,Piano Concerto No. 1,1,,2,,1
Elgin,Liszt,Les Préludes,1,,2,,6
Elgin,Liszt,Totentanz,1,,2,,6
Houston,Liszt,Totentanz,1,,2,,1
Long Beach,Liszt,Les Préludes,1,,2,,6
Nashville,Liszt,Piano Concerto No. 1,1,,2,,1
New Jersey,Liszt,Piano Concerto No. 2,1,,2,,2
Philadelphia,Liszt,Piano Concerto No. 2,1,,2,,1
Pittsburgh,Liszt,Piano Concerto No. 2,1,,2,,1
Reno,Liszt,Piano Concerto No. 1,1,,2,,4
Richmond,Liszt,Piano Concerto No. 1,1,,2,,3
Rochester,Liszt,Les Préludes,1,,2,,2
St. Louis,Liszt,Piano Concerto No. 2,1,,2,,1
Plano,Loman,Huateque for Orchestra,1,,2,,5
Tacoma,"Ludwig, David",Bleeding Pines,1,,1,,5
Tacoma,"Ludwig, David",Fanfare for Sam,1,,1,,5
Tacoma,"Ludwig, David",Violin Concerto,1,,1,,5
Cincinnati,Lully,Le Boureois gentil homme Suite,1,,2,,1
Santa Cruz,Lully,Marche pour la ceremonie des Turcs,1,,2,,5
Portland,"Lunn, John",Downton Abbey Suite,1,,1,,3
Atlanta,Lutoslawski,Concerto for Orchestra,1,,2,,1
Cape,Lutoslawski,Mi-Parti,1,,2,,4
Chicago,Lutoslawski,Concerto for Orchestra,1,,2,,1
Jacksonville,Lutoslawski,Cello Concerto,1,,2,,2
Jacksonville,Lutoslawski,Symphony No. 4,1,,2,,2
LA Chamber,Lutoslawski,Little Suite,1,,2,,2
Los Angeles,Lutoslawski,Symphony No. 4,1,,2,,1
Oregon,Lutoslawski,Cello Concerto,1,,2,,1
Philadelphia,Lutoslawski,Concerto for Orchestra,1,,2,,1
Phoenix,Lutoslawski,Concerto for Orchestra,1,,2,,2
Silicon Valley,Lutoslawski,Concerto for Orchestra,1,,2,,3
Tulsa,Lutoslawski,Concerto for Orchestra,1,,2,,4
National Symphony,Lyadov,The Enchanted Lake,1,,2,,1
Grant Park,MacDowell,"Suite No. 2, Indian",1,,2,,3
Dallas,"Mackey, Steven",Timpani Concerto,1,,1,,1
National Symphony,"Mackey, Steven",Mnemosyne's Pool,1,,1,,1
Reading,"Mackey, Steven",Four Iconoclastic Episodes,1,,1,,6
Grant Park,"MacMillan, James",Stomp,1,,1,,3
Kansas City,"MacMillan, James",Sinfonietta,1,,1,,2
Pittsburgh,"MacMillan, James",Larghetto for Orchestra,1,,1,,1
Wisconsin Chamber,"MacMillan, James",Seraph for Trumpet and Strings,1,,1,,3
Akron,Mahler,Symphony No. 5,1,,2,,5
Amarillo,Mahler,Adagietto from Symphony No. 5,1,,2,,5
Ann Arbor,Mahler,Symphony No. 1,1,,2,,5
Atlanta,Mahler,Symphony No. 1,1,,2,,1
Atlanta,Mahler,Symphony No. 4,1,,2,,1
Atlanta,Mahler,Symphony No. 8,1,,2,,1
Baltimore,Mahler,Symphony No. 3,1,,2,,1
Baltimore,Mahler,Symphony No. 4,1,,2,,1
Boise,Mahler,Symphony No. 1,1,,2,,5
Boston,Mahler,Symphony No. 4,1,,2,,1
Buffalo,Mahler,Adagio from Sympohony No. 10,1,,2,,2
California,Mahler,Lieder,1,,2,,5
Cape,Mahler,Symphony No. 5,1,,2,,4
Chautauqua,Mahler,Symphony No. 4,1,,2,,6
Chicago,Mahler,Symphony No. 4,1,,2,,1
Chicago,Mahler,Symphony No. 6,1,,2,,1
Chicago Sinfonietta,Mahler,Symphony No. 2 (final movement),1,,2,,4
Cincinnati,Mahler,Symphony No. 3,1,,2,,1
Cleveland,Mahler,Symphony No. 4,1,,2,,1
Cleveland,Mahler,Symphony No. 5,1,,2,,1
Colorado,Mahler,Symphony No. 9,1,,2,,6
Detroit,Mahler,Symphony No. 4,1,,2,,1
Eugene,Mahler,Symphony No. 1,1,,2,,4
Fort Worth,Mahler,Symphony No. 3,1,,2,,2
Grand Rapids,Mahler,Symphony No. 2,1,,2,,2
Grant Park,Mahler,Symphony No. 2,1,,2,,3
Houston,Mahler,Das klagende Lied,1,,2,,1
Houston,Mahler,Symphony No. 7,1,,2,,1
Indianapolis,Mahler,Symphony No. 5,1,,2,,1
Jacksonville,Mahler,Symphony No. 1,1,,2,,2
Jacksonville,Mahler,Symphony No. 5,1,,2,,2
Kalamazoo,Mahler,Das Lied von der Erde,1,,2,,5
Kansas City,Mahler,Adagio from Sympohony No. 10,1,,2,,2
Knoxville,Mahler,Symphony No. 1,1,,2,,3
Las Colinas,Mahler,"Blumine, from Symphony No. 1",1,,2,,5
Los Angeles,Mahler,Symphony No. 2,1,,2,,1
Louisiana,Mahler,Symphony No. 1,1,,2,,3
Louisiana,Mahler,Symphony No. 5,1,,2,,3
Louisville,Mahler,Symphony No. 5,1,,2,,3
Memphis,Mahler,Das Lied von der Erde,1,,2,,3
Memphis,Mahler,Symphony No. 4,1,,2,,3
Minnesota,Mahler,"Blumine, from Symphony No. 1",1,,2,,1
Minnesota,Mahler,Rückert Lieder,1,,2,,1
Minnesota,Mahler,Symphony No. 3,1,,2,,1
National Symphony,Mahler,Symphony No. 4,1,,2,,1
National Symphony,Mahler,Symphony No. 5,1,,2,,1
New Jersey,Mahler,Symphony No. 7,1,,2,,2
New York,Mahler,Das Lied von der Erde,1,,2,,1
New York,Mahler,Symphony No. 1,1,,2,,1
New York,Mahler,Symphony No. 2,1,,2,,1
North Carolina,Mahler,Symphony No. 5,1,,2,,2
Omaha,Mahler,Symphony No. 3,1,,2,,2
Oregon,Mahler,Symphony No. 6,1,,2,,1
Orpheus,Mahler,Das Lied von der Erde,1,,2,,2
Pacific,Mahler,Symphony No. 8,1,,2,,1
Philadelphia,Mahler,Symphony No. 5,1,,2,,1
Richmond,Mahler,Symphony No. 1,1,,2,,3
Rochester,Mahler,Symphony No. 1,1,,2,,2
San Antonio,Mahler,Symphony No. 2,1,,2,,6
San Diego,Mahler,Rückert Lieder,1,,2,,1
San Diego,Mahler,Symphony No. 5,1,,2,,1
San Francisco,Mahler,Songs from Des Knaben Wunderhorn,1,,2,,1
San Francisco,Mahler,Symphony No. 6,1,,2,,1
San Francisco,Mahler,Symphony No. 6,1,,2,,1
San Francisco,Mahler,Symphony No. 8,1,,2,,1
Santa Barbara,Mahler,Symphony No. 4,1,,2,,3
Santa Cruz,Mahler,Symphony No. 5,1,,2,,5
Sarasota,Mahler,Symphony No. 1,1,,2,,2
Savannah,Mahler,Rückert Lieder,1,,2,,5
Seattle,Mahler,Symphony No. 1,1,,2,,1
South Bend,Mahler,Symphony No. 2,1,,2,,5
Spokane,Mahler,Symphony No. 2,1,,2,,3
St. Louis,Mahler,Symphony No. 2,1,,2,,1
Tacoma,Mahler,Symphony No. 1,1,,2,,5
Toledo,Mahler,Songs of a Wayfarer,1,,2,,3
Toledo,Mahler,Symphony No. 5,1,,2,,3
Tucson,Mahler,Symphony No. 2,1,,2,,3
Utah,Mahler,Totenfeier,1,,2,,1
Virginia,Mahler,Symphony No. 4,1,,2,,3
Nashville,Mahler/Cooke,Symphony No. 10,1,1,2,2,1
Harrisburg,"Malina, Zev",Suite for Orchestra,1,,1,,4
Las Vegas,Manfredini,Concerto Grosso,1,,2,,5
River Oaks,"Maroney, Marcus",Duo Concerto for Flute and Viola d'Amore,1,,1,,5
River Oaks,"Maroney, Marcus",New work,1,,1,,5
Wisconsin Chamber,"Marsh, John",Symphony No. 6,1,,2,,3
Cleveland,Martinu,Jazz Suite,1,,2,,1
Dallas,Martinu,Symphony No. 4,1,,2,,1
Boston,"Maskats, Arturs","""My River runs to thee…"" (Homage to Emily Dickinson)",1,,1,,1
Santa Cruz,Massenet,Méditation from Thaïs,1,,2,,5
Alabama,Maxwell-Davies,A Spell for Green Corn: The MacDonald Dances,1,,2,,3
Savannah,"McCullough, Donald",Crossing the Bar,1,,1,,5
North Carolina,"McKay, George Frederick",Violin Concerto,1,,2,,2
Los Angeles,"Mehldau, Brad",New work (piano concerto),1,,1,,1
Alabama,"Mendelssohn, Felix",Symphony No. 3,1,,2,,3
Alabama,"Mendelssohn, Felix",The Hebrides Overture,1,,2,,3
Atlanta,"Mendelssohn, Felix",Hebrides Overture,1,,2,,1
Baltimore,"Mendelssohn, Felix",Symphony No. 4,1,,2,,1
Baltimore,"Mendelssohn, Felix",Violin Concerto,1,,2,,1
Boise,"Mendelssohn, Felix",A Midsummer Night's Dream,1,,2,,5
Buffalo,"Mendelssohn, Felix",A Midsummer Night's Dream,1,,2,,2
Buffalo,"Mendelssohn, Felix",Symphony No. 4,1,,2,,2
Canton,"Mendelssohn, Felix",The Fair Melusina,1,,2,,5
Charleston,"Mendelssohn, Felix",Ruy Blas Overture,1,,2,,3
Charleston,"Mendelssohn, Felix",Symphony No. 3,1,,2,,3
Chautauqua,"Mendelssohn, Felix",A Midsummer Night's Dream,1,,2,,6
Chicago,"Mendelssohn, Felix",Calm Sea and Prosperous Voyage Overture,1,,2,,1
Chicago,"Mendelssohn, Felix",Capriccio brilliant,1,,2,,1
Chicago,"Mendelssohn, Felix",Piano Concerto No. 1,1,,2,,1
Chicago,"Mendelssohn, Felix",The Hebrides Overture,1,,2,,1
Chicago Sinfonietta,"Mendelssohn, Felix",The Hebrides Overture,1,,2,,4
Cincinnati,"Mendelssohn, Felix",Symphony No. 3,1,,2,,1
Cleveland,"Mendelssohn, Felix",Symphony No. 2,1,,2,,1
Colorado,"Mendelssohn, Felix",Violin Concerto,1,,2,,6
Columbus,"Mendelssohn, Felix",Symphony No. 4,1,,2,,2
Dallas,"Mendelssohn, Felix",Symphony No. 4,1,,2,,1
Dallas,"Mendelssohn, Felix",Violin Concerto,1,,2,,1
Des Moines,"Mendelssohn, Felix",Violin Concerto,1,,2,,6
Detroit,"Mendelssohn, Felix",Violin Concerto,1,,2,,1
Eugene,"Mendelssohn, Felix",Concerto for Two Pianos and Orchestra,1,,2,,4
Evansville,"Mendelssohn, Felix",Symphony No. 3,1,,2,,5
Evansville,"Mendelssohn, Felix",Violin Concerto,1,,2,,5
Greensboro,"Mendelssohn, Felix",Violin Concerto,1,,2,,5
Houston,"Mendelssohn, Felix",Die erste Walpurgisnacht,1,,2,,1
Indianapolis,"Mendelssohn, Felix",Elijah,1,,2,,1
Indianapolis,"Mendelssohn, Felix",Violin Concerto,1,,2,,1
Kansas City,"Mendelssohn, Felix",Violin Concerto,1,,2,,2
LA Chamber,"Mendelssohn, Felix",A Midsummer Night's Dream,1,,2,,2
Los Angeles,"Mendelssohn, Felix",Symphony No. 3,1,,2,,1
Louisville,"Mendelssohn, Felix",Hebrides Overture,1,,2,,3
Madison,"Mendelssohn, Felix",Violin Concerto,1,,2,,3
Milwaukee,"Mendelssohn, Felix",Symphony No. 4,1,,2,,1
Milwaukee,"Mendelssohn, Felix",Trumpet Overture,1,,2,,1
Modesto,"Mendelssohn, Felix",Symphony No. 4,1,,2,,5
Naples,"Mendelssohn, Felix",The Fair Melusina,1,,2,,2
Nashville,"Mendelssohn, Felix",Piano Concerto No. 1,1,,2,,1
New Jersey,"Mendelssohn, Felix",Violin Concerto,1,,2,,2
New York,"Mendelssohn, Felix",Violin Concerto,1,,2,,1
Oregon,"Mendelssohn, Felix",Piano Concerto No. 1,1,,2,,1
Orpheus,"Mendelssohn, Felix",Octet in E-flat Major,1,,2,,2
Orpheus,"Mendelssohn, Felix",Piano Concerto No. 1,1,,2,,2
Orpheus,"Mendelssohn, Felix",Symphony No. 4,1,,2,,2
Philadelphia,"Mendelssohn, Felix",Hebrides Overture,1,,2,,1
Philadelphia,"Mendelssohn, Felix",Piano Concerto No. 2,1,,2,,1
Pittsburgh,"Mendelssohn, Felix",Piano Concerto No. 1,1,,2,,1
Pittsburgh,"Mendelssohn, Felix",Symphony No. 4,1,,2,,1
Princeton,"Mendelssohn, Felix",Violin Concerto,1,,2,,5
Promusica Chamber,"Mendelssohn, Felix",Violin Concerto,1,,2,,6
Rochester,"Mendelssohn, Felix",Violin Concerto,1,,2,,2
Sacramento,"Mendelssohn, Felix",Violin Concerto,1,,2,,5
San Antonio,"Mendelssohn, Felix",Symphony No. 3,1,,2,,6
San Diego,"Mendelssohn, Felix",A Midsummer Night's Dream,1,,2,,1
San Diego,"Mendelssohn, Felix",Symphony No. 5,1,,2,,1
San Diego,"Mendelssohn, Felix",Trumpet Overture,1,,2,,1
San Francisco,"Mendelssohn, Felix",Violin Concerto,1,,2,,1
Santa Barbara,"Mendelssohn, Felix",Symphony No. 4,1,,2,,3
Savannah,"Mendelssohn, Felix",Violin Concerto,1,,2,,5
Seattle,"Mendelssohn, Felix",Symphony No. 3,1,,2,,1
Seattle,"Mendelssohn, Felix",Symphony No. 4,1,,2,,1
St. Paul Chamber,"Mendelssohn, Felix",Hebrides Overture,1,,2,,1
St. Paul Chamber,"Mendelssohn, Felix",Symphony No. 4,1,,2,,1
St. Paul Chamber,"Mendelssohn, Felix",Violin Concerto,1,,2,,1
Utah,"Mendelssohn, Felix",Symphony No. 4,1,,2,,1
West Virginia,"Mendelssohn, Felix",Symphony No. 4,1,,2,,3
Winston-Salem,"Mendelssohn, Felix",A Midsummer Night's Dream,1,,2,,4
Wisconsin Chamber,"Mendelssohn, Felix",Symphony No. 4,1,,2,,3
Youngstown,"Mendelssohn, Felix",Symphony No. 3,1,,2,,6
Oregon,Menotti,Violin Concerto,1,,2,,1
Baltimore,Messiaen,The Forgotten Offerings,1,,2,,1
Boston,Messiaen,"""Alleluia on the trumpet, alleluia on the cymbal"" from L'Ascension",1,,2,,1
St. Paul Chamber,Messiaen,"""Interstellar Call"" from Des canyons aux étoiles",1,,2,,1
Utah,Messiaen,"""Bryce Canyon and the Red-Orange Rocks"" from Des canyons aux étoiles",1,,2,,1
Utah,Messiaen,"""Cedar Breaks and the Gift of Awe"" from Des canyons aux étoiles",1,,2,,1
Utah,Messiaen,"""Interstellar Call"" from Des canyons aux étoiles",1,,2,,1
Utah,Messiaen,"""Omao, Leiothrix, Elepaio, Shama"" from Des canyons aux étoiles",1,,2,,1
Utah,Messiaen,"""The Desert"" from Des canyons aux étoiles",1,,2,,1
Utah,Messiaen,"""The Mockingbird"" from Des canyons aux étoiles",1,,2,,1
Utah,Messiaen,"""The Orioles"" from Des canyons aux étoiles",1,,2,,1
Utah,Messiaen,"""The Resurrected and the Song of the Star Aldebaran"" from Des canyons aux étoiles",1,,2,,1
Utah,Messiaen,"""The white-browed robin-chat"" from Des canyons aux étoiles",1,,2,,1
Utah,Messiaen,"""The Wood Thrush"" from Des canyons aux étoiles",1,,2,,1
Utah,Messiaen,"""What is written in the stars"" from Des canyons aux étoiles",1,,2,,1
Utah,Messiaen,"""Zion Park and the Celestial City"" from Des canyons aux étoiles",1,,2,,1
Erie,"Meyer, Edgar",Concerto for Double Bass and Orchestra,1,,1,,5
Utah,"Meyer, Edgar",Violin Concerto,1,,1,,1
Fort Worth,"Meyn, Till MacIvor",Remix,1,,1,,2
Peoria,Milhaud,Le boeuf sur le toit,1,,2,,5
River Oaks,Milhaud,La création du monde,1,,2,,5
Oklahoma City,"Morricone, Ennio","Gabriel's Oboe from ""The Mission""",1,,2,,3
Nashville,"Mosolov, Alexander",Piano Concerto,1,,2,,1
Akron,Mozart,Requiem,1,,2,,5
Alabama,Mozart,Requiem,1,,2,,3
Alabama,Mozart,Symphony No. 40,1,,2,,3
Albany,Mozart,Eine Kleine Nachtmusik,1,,2,,4
Albany,Mozart,Symphony No. 36,1,,2,,4
Amarillo,Mozart,Piano Concerto No. 19,1,,2,,5
Ann Arbor,Mozart,Assorted Opera Choruses,1,,2,,5
Ann Arbor,Mozart,Symphony No. 29,1,,2,,5
Ann Arbor,Mozart,Violin Concerto No. 5,1,,2,,5
Atlanta,Mozart,"Exsultate, jubilate",1,,2,,1
Atlanta,Mozart,Piano Concerto No. 17,1,,2,,1
Atlanta,Mozart,Piano Concerto No. 22,1,,2,,1
Augusta,Mozart,Overture to the Marriage of Figaro,1,,2,,5
Austin,Mozart,Overture to La Clemenza di Tito,1,,2,,3
Austin,Mozart,Piano Concerto No. 21,1,,2,,3
Austin,Mozart,Symphony No. 36,1,,2,,3
Baltimore,Mozart,Overture to the Marriage of Figaro,1,,2,,1
Baltimore,Mozart,Piano Concerto No. 23,1,,2,,1
Baltimore,Mozart,Piano Concerto No. 9,1,,2,,1
Baltimore,Mozart,Violin Concerto No. 5,1,,2,,1
Boise,Mozart,Symphony No. 29,1,,2,,5
Boston,Mozart,Piano Concerto No. 24,1,,2,,1
Boston,Mozart,Piano Concerto No. 25,1,,2,,1
Boston,Mozart,Violin Concerto No. 3,1,,2,,1
